epoch,step,train/base_loss_step,train/component_loss_step,train/cosmology_loss_step,train/cosmology_specific_loss_step,train/hard_negative_cosmology_step,train/lr,train/matter_loss_step,train/pretrained_alignment_step,train/pretrained_guidance_step,train/total_loss_step,train/weight_component_step,train/weight_cosmology_step,train/weight_matter_step
0,4,100.9172592163086,7.206468105316162,6.2754950523376465,2.3504230976104736,28.515625,0.00019999999494757503,9.321995735168457,0.453125,0.3665391206741333,102.09246826171875,0.30000001192092896,0.75,1.0
0,9,99.94297790527344,30.0230655670166,27.959579467773438,2.87646484375,18.6875,0.00019999999494757503,20.11832618713379,0.609375,0.38772052526474,101.38121032714844,0.30000001192092896,0.75,1.0
0,14,94.07408905029297,18.259939193725586,18.259939193725586,2.730093240737915,18.5625,0.00019999999494757503,23.35634994506836,0.5,0.21114400029182434,95.43913269042969,0.30000001192092896,0.75,1.0
0,19,85.86763000488281,19.160301208496094,20.043094635009766,2.3271484375,14.671875,0.00019999999494757503,25.478214263916016,0.46875,0.30988892912864685,87.03120422363281,0.30000001192092896,0.75,1.0
0,24,90.56703186035156,29.88849449157715,21.820676803588867,2.377148389816284,15.125,0.00019999999494757503,24.817312240600586,0.46875,0.24891522526741028,91.75560760498047,0.30000001192092896,0.75,1.0
0,29,79.05984497070312,26.367033004760742,19.914724349975586,2.5166993141174316,11.4453125,0.00019999999494757503,26.393798828125,0.5,0.22740887105464935,80.31819152832031,0.30000001192092896,0.75,1.0
0,34,83.02897644042969,23.929166793823242,17.866870880126953,1.9407087564468384,13.9140625,0.00019999999494757503,24.51009750366211,0.515625,0.32834523916244507,83.99932861328125,0.30000001192092896,0.75,1.0
0,39,91.62474060058594,33.55927276611328,33.05085754394531,2.6854248046875,10.5703125,0.00019999999494757503,32.69716262817383,0.515625,0.3078053593635559,92.96745300292969,0.30000001192092896,0.75,1.0
0,44,80.26844024658203,10.444653511047363,12.775689125061035,2.452523946762085,15.765625,0.00019999999494757503,22.7469539642334,0.484375,0.34387215971946716,81.49470520019531,0.30000001192092896,0.75,1.0
0,49,78.77725219726562,16.1517276763916,16.1517276763916,2.16552734375,12.46875,0.00019999999494757503,27.866697311401367,0.46875,0.2914617955684662,79.86001586914062,0.30000001192092896,0.75,1.0
0,54,78.50546264648438,19.965877532958984,20.281946182250977,2.363085985183716,11.375,0.00019999999494757503,27.734657287597656,0.515625,0.25753241777420044,79.68700408935547,0.30000001192092896,0.75,1.0
0,59,72.72479248046875,17.21274757385254,14.466899871826172,2.0614013671875,10.5390625,0.00019999999494757503,28.153024673461914,0.53125,0.27474647760391235,73.7554931640625,0.30000001192092896,0.75,1.0
0,64,74.0589828491211,20.15312385559082,15.288128852844238,1.155029296875,10.2421875,0.00019999999494757503,29.052017211914062,0.46875,0.29910609126091003,74.6364974975586,0.30000001192092896,0.75,1.0
0,69,69.4839859008789,19.96591567993164,19.55059814453125,2.1844482421875,10.828125,0.00019999999494757503,20.45816421508789,0.5,0.38037562370300293,70.57621002197266,0.30000001192092896,0.75,1.0
0,74,80.1230697631836,24.576677322387695,22.870710372924805,2.7598354816436768,11.375,0.00019999999494757503,26.73377799987793,0.5,0.2279660552740097,81.50299072265625,0.30000001192092896,0.75,1.0
0,79,71.30445861816406,29.374048233032227,25.69175910949707,2.2991831302642822,7.453125,0.00019999999494757503,26.612754821777344,0.5625,0.337119460105896,72.45404815673828,0.30000001192092896,0.75,1.0
0,84,68.54193115234375,19.614402770996094,16.788753509521484,2.26953125,9.6484375,0.00019999999494757503,24.709808349609375,0.453125,0.30795979499816895,69.67669677734375,0.30000001192092896,0.75,1.0
0,89,64.21769714355469,2.6017825603485107,13.884654998779297,0.8509521484375,9.2578125,0.00019999999494757503,28.21841049194336,0.5,0.24758610129356384,64.64317321777344,0.30000001192092896,0.75,1.0
0,94,63.778533935546875,16.965702056884766,17.180089950561523,2.1014647483825684,8.859375,0.00019999999494757503,22.887290954589844,0.53125,0.31668156385421753,64.82926940917969,0.30000001192092896,0.75,1.0
0,99,73.57106018066406,27.079002380371094,27.079002380371094,2.337890625,7.8984375,0.00019999999494757503,27.604642868041992,0.46875,0.3078601360321045,74.74000549316406,0.30000001192092896,0.75,1.0
0,104,69.66390228271484,25.305505752563477,25.305505752563477,2.2544643878936768,7.421875,0.00019999999494757503,26.43749237060547,0.5,0.35819053649902344,70.7911376953125,0.30000001192092896,0.75,1.0
0,109,71.6880874633789,24.368188858032227,22.52449607849121,2.8684895038604736,9.46875,0.00019999999494757503,24.158884048461914,0.5,0.275124728679657,73.12232971191406,0.30000001192092896,0.75,1.0
0,114,69.56632995605469,25.909500122070312,20.2297420501709,1.9547525644302368,8.6484375,0.00019999999494757503,25.24044418334961,0.5,0.25033360719680786,70.54370880126953,0.30000001192092896,0.75,1.0
0,119,65.81503295898438,14.715415954589844,17.092063903808594,2.34326171875,8.421875,0.00019999999494757503,26.99712562561035,0.46875,0.2958090305328369,66.98666381835938,0.30000001192092896,0.75,1.0
0,124,75.83946228027344,26.215744018554688,24.089218139648438,2.3971354961395264,9.5234375,0.00019999999494757503,26.685943603515625,0.484375,0.3408444821834564,77.03803253173828,0.30000001192092896,0.75,1.0
0,129,74.82090759277344,21.40277671813965,24.06928825378418,2.305230140686035,9.9765625,0.00019999999494757503,25.878042221069336,0.46875,0.2749447524547577,75.97352600097656,0.30000001192092896,0.75,1.0
0,134,64.47016143798828,20.036190032958984,18.580331802368164,1.8631591796875,6.76953125,0.00019999999494757503,28.266210556030273,0.515625,0.29521462321281433,65.40174102783203,0.30000001192092896,0.75,1.0
0,139,73.08968353271484,27.87605857849121,27.87605857849121,2.480712890625,8.1015625,0.00019999999494757503,25.883556365966797,0.390625,0.296390563249588,74.33003997802734,0.30000001192092896,0.75,1.0
0,144,57.46195983886719,17.67354393005371,17.757905960083008,1.672119140625,6.24609375,0.00019999999494757503,23.868043899536133,0.515625,0.33926162123680115,58.29801940917969,0.30000001192092896,0.75,1.0
0,149,73.29154968261719,25.676958084106445,25.676958084106445,2.673828125,8.2890625,0.00019999999494757503,27.183048248291016,0.359375,0.3459685146808624,74.62846374511719,0.30000001192092896,0.75,1.0
0,154,67.98452758789062,16.28665542602539,14.730908393859863,2.449594259262085,10.96875,0.00019999999494757503,22.236101150512695,0.5625,0.29535967111587524,69.2093276977539,0.30000001192092896,0.75,1.0
0,159,66.12098693847656,23.439123153686523,21.822595596313477,2.783578634262085,7.02734375,0.00019999999494757503,26.564424514770508,0.546875,0.26769769191741943,67.51277923583984,0.30000001192092896,0.75,1.0
0,164,75.114013671875,19.662302017211914,20.082727432250977,2.3303444385528564,11.4609375,0.00019999999494757503,24.181196212768555,0.578125,0.3088834285736084,76.27918243408203,0.30000001192092896,0.75,1.0
0,169,61.045066833496094,15.46340560913086,15.46340560913086,1.9239675998687744,8.765625,0.00019999999494757503,21.800771713256836,0.515625,0.28834712505340576,62.007049560546875,0.30000001192092896,0.75,1.0
0,174,74.0997085571289,28.275976181030273,28.702247619628906,2.9212238788604736,6.97265625,0.00019999999494757503,29.71079444885254,0.53125,0.31656092405319214,75.56031799316406,0.30000001192092896,0.75,1.0
0,179,68.48744201660156,11.507383346557617,17.455167770385742,2.197949171066284,10.6875,0.00019999999494757503,23.590538024902344,0.546875,0.3272997736930847,69.58641815185547,0.30000001192092896,0.75,1.0
0,184,65.33749389648438,19.30837631225586,26.11800193786621,1.78125,6.7734375,0.00019999999494757503,25.65070152282715,0.4375,0.2613896131515503,66.22811889648438,0.30000001192092896,0.75,1.0
0,189,76.68281555175781,23.65239715576172,22.568796157836914,2.775599956512451,10.296875,0.00019999999494757503,26.975868225097656,0.609375,0.21810300648212433,78.07061767578125,0.30000001192092896,0.75,1.0
0,194,59.1572380065918,21.232486724853516,21.232486724853516,2.4295654296875,6.5859375,0.00019999999494757503,21.864898681640625,0.515625,0.2781749665737152,60.37202072143555,0.30000001192092896,0.75,1.0
0,199,67.93836975097656,27.72848129272461,26.619461059570312,2.8114256858825684,5.859375,0.00019999999494757503,28.094257354736328,0.515625,0.3188551664352417,69.34408569335938,0.30000001192092896,0.75,1.0
